id,name,priority,who,time,status
T2086,Consequatur ipsa,COULD,Joe,2,DONE
T2087,Facere atque,COULD,Joe,2,DOING
T2088,Molestiae doloribus,WISH,Natasha,15,DONE
T2089,Similique neque ratione deleniti temporibus omnis quisquam minus tempore,WISH,Joe,7,DONE
T2090,Pariatur illum magni minus,WISH,Joe,1,DONE
T2091,Culpa reiciendis quibusdam voluptatum corporis,WISH,Natasha,10,DONE
T2092,Modi officiis sequi commodi,COULD,Joe,15,DONE
T2093,In dignissimos vitae aperiam,WISH,Joe,15,TODO
T2094,Autem voluptates saepe molestias eaque exercitationem esse consequatur nobis,COULD,Natasha,7,DOING
T2095,Quasi ipsum molestiae nulla voluptates illo maiores minima,COULD,Natasha,15,DONE
T2096,Dolores necessitatibus laudantium qui blanditiis voluptatum,WISH,Natasha,1,TODO
T2097,Dolor quia molestiae sunt necessitatibus,WISH,Joe,1,DOING
T2098,Dolor quia,COULD,Joe,7,DONE
T2099,Alias reiciendis pariatur voluptas,SHOULD,Joe,15,DOING
T2100,Culpa tenetur at commodi doloribus illum quasi ipsum ad,COULD,Joe,10,DONE
T2101,Dolore nam illo,COULD,Natasha,10,DONE
T2102,At rem,COULD,Natasha,10,DONE
T2103,Magni architecto hic voluptatum,COULD,Joe,7,DONE
T2104,Facilis sapiente sunt voluptate quidem consectetur odit,COULD,Natasha,1,DONE
T2105,Quo ipsa nobis,WISH,Mike,2,DONE
T2106,Doloribus fugit voluptates voluptates sapiente ea dolores doloremque,WISH,Natasha,10,DONE
T2107,Sapiente officia fugiat architecto cum reprehenderit,COULD,Natasha,2,DONE
T2108,Nulla quidem mollitia,SHOULD,Natasha,10,DONE
T2109,Culpa porro pariatur est voluptates nam,WISH,Natasha,7,DONE
T2110,Dolorem earum ratione adipisci laboriosam itaque,WISH,Joe,15,DONE
T2111,Molestias accusantium sint,COULD,Joe,3,DONE
T2112,Aliquid ea,SHOULD,Natasha,15,DONE
T2113,Cum tempore,COULD,Joe,15,DONE
T2114,Veritatis numquam aliquid quos,SHOULD,Joe,1,TODO
T2115,Laboriosam ea,SHOULD,Joe,10,DONE
T2116,Beatae in ea,COULD,Natasha,2,TODO
T2117,Quidem rerum distinctio,COULD,Mike,7,DONE
T2118,Sequi consequatur magnam aperiam corrupti soluta veritatis,SHOULD,Joe,7,DOING
T2119,Consectetur asperiores cupiditate,COULD,Natasha,1,DONE
T2120,Similique odit deleniti accusamus,COULD,Joe,10,DONE
T2121,Velit eveniet,WISH,Natasha,10,DONE
T2122,Amet tenetur optio in totam fugit,COULD,Natasha,7,DONE
T2123,Consequatur ducimus earum,SHOULD,Mike,1,TODO
T2124,Laudantium iusto non recusandae aut nihil,COULD,Joe,10,DONE
T2125,Qui tenetur,WISH,Natasha,7,DONE
T2126,Alias rem incidunt molestias cum illum earum odit sunt,MUST,Joe,1,DOING
T2127,Sint accusamus repudiandae doloribus debitis,COULD,Mike,15,TODO
T2128,Vel quasi omnis minima impedit quae ipsa,SHOULD,Mike,7,DONE
T2129,Aut modi suscipit id minus ab,WISH,Joe,1,TODO
T2130,Voluptatibus consequuntur at magni,COULD,Natasha,2,DONE
T2131,Ducimus facere natus quisquam,COULD,Mike,1,DOING
T2132,Quod neque voluptas iure,COULD,Natasha,15,DOING
T2133,Libero rem,COULD,Natasha,7,DOING
T2134,Modi cum accusantium voluptatem beatae,COULD,Natasha,10,TODO
T2135,Praesentium voluptatum fugiat ullam modi aliquam aliquid facilis minus,COULD,Joe,1,TODO
T2136,Sint quo at magnam earum eaque quis porro,WISH,Mike,15,TODO
T2137,Culpa deleniti iusto tempore numquam sapiente enim,WISH,Joe,15,DONE
T2138,Doloribus cum deleniti eaque assumenda enim dolorem,SHOULD,Natasha,10,DONE
T2139,Labore animi reiciendis repudiandae ducimus,COULD,Natasha,10,DONE
T2140,Perferendis consequuntur deserunt vitae ducimus suscipit facilis labore assumenda,SHOULD,Mike,2,DONE
T2141,Esse sint dicta,SHOULD,Joe,3,DONE
T2142,Cupiditate earum consectetur enim architecto odit,WISH,Natasha,1,TODO
T2143,Alias beatae doloremque,COULD,Joe,10,TODO
T2144,Et rerum impedit officia doloribus consectetur mollitia,SHOULD,Natasha,2,TODO
T2145,Consequatur cum sunt natus fuga ullam,SHOULD,Mike,7,DONE
T2146,Harum facere perspiciatis iste sunt dignissimos dignissimos,COULD,Joe,1,DONE
T2147,Dolores laboriosam necessitatibus explicabo voluptatum,WISH,Mike,10,DONE
T2148,Fugit distinctio,COULD,Natasha,1,DONE
T2149,Voluptatum sequi veritatis,WISH,Joe,1,DONE
T2150,Maxime dignissimos culpa suscipit et commodi,SHOULD,Joe,10,DONE
T2151,Quia perspiciatis sit,COULD,Natasha,7,DONE
T2152,Eligendi ad odio architecto saepe aliquid,COULD,Mike,15,DONE
T2153,Maiores optio perspiciatis,COULD,Natasha,10,DONE
T2154,Nihil expedita,SHOULD,Natasha,7,DONE
T2155,Porro eum vel,COULD,Natasha,2,TODO
T2156,Natus architecto distinctio necessitatibus,WISH,Joe,3,TODO
T2157,Quidem ducimus quaerat sapiente dolores,WISH,Mike,10,DONE
T2158,Unde occaecati,WISH,Joe,10,DONE
T2159,Sapiente repellat assumenda quos velit ea in alias odio dolorum eius,SHOULD,Mike,2,DONE
T2160,Reprehenderit ex dolorum enim id,COULD,Joe,15,DONE
T2161,Aliquid ipsam ex quis fuga,WISH,Natasha,7,DONE
T2162,Perferendis dolore soluta,COULD,Natasha,2,DONE
T2163,Nisi iste eaque veritatis,SHOULD,Mike,2,DONE
T2164,Mollitia ex dignissimos facere,WISH,Joe,1,DONE
T2165,Autem rerum hic quam quo commodi,COULD,Natasha,2,TODO
T2166,Quisquam esse,WISH,Joe,1,DONE
T2167,Dolorum aliquam animi eaque delectus repudiandae facere magnam quisquam est unde,COULD,Natasha,1,TODO
T2168,Explicabo libero dolores id,WISH,Mike,10,DONE
T2169,Pariatur voluptas harum,MUST,Mike,7,DONE
T2170,Voluptates sapiente labore aliquam vero esse,WISH,Joe,2,TODO
T2171,Totam quibusdam vel velit inventore sint aliquid accusantium,WISH,Joe,15,DONE
T2172,Occaecati adipisci optio nihil,WISH,Natasha,10,DONE
T2173,Enim laudantium,COULD,Mike,2,DONE
T2174,At magnam adipisci laborum quis officiis,COULD,Joe,15,DONE
T2175,Rem,SHOULD,Natasha,10,DONE
T2176,Accusamus mollitia ex aliquid voluptatem magnam assumenda voluptatem dolore fugit quasi,COULD,Joe,2,DONE
T2177,Qui dolorem impedit eaque esse,WISH,Joe,10,DOING
T2178,Magni repellendus id sed,MUST,Joe,10,DONE
T2179,Expedita recusandae laborum,COULD,Natasha,15,DONE
T2180,Numquam fugiat reprehenderit quod nam,COULD,Joe,15,DONE
T2181,Quia quidem non officia voluptatibus a,WISH,Joe,15,DONE
T2182,Ut unde libero asperiores iure,COULD,Natasha,2,TODO
T2183,Blanditiis eum ullam unde,COULD,Mike,15,DONE
T2184,Libero reiciendis totam dolores esse aperiam ab et,WISH,Natasha,10,DONE
T2185,Nam consectetur repudiandae debitis illum enim,WISH,Joe,2,DONE
T2186,Optio quibusdam libero,WISH,Joe,7,TODO
T2187,Eaque possimus quas,COULD,Joe,15,TODO
T2188,Enim consequuntur dicta earum culpa,SHOULD,Natasha,2,TODO
T2189,Ipsum alias soluta consequatur pariatur eius,MUST,Natasha,1,DOING
T2190,Ex doloribus odio officiis nobis cupiditate ratione,MUST,Natasha,7,DONE
T2191,Doloremque praesentium eligendi quae rem soluta exercitationem nam iusto impedit,COULD,Natasha,2,DONE
T2192,Vero assumenda laudantium deserunt in,SHOULD,Joe,10,TODO
T2193,Ullam iste quo repellat,WISH,Mike,2,DOING
T2194,Fuga architecto optio esse veritatis pariatur,COULD,Natasha,7,TODO
T2195,Aspernatur nesciunt libero sequi,MUST,Natasha,10,DONE
T2196,Eaque voluptatem error illo suscipit minima,SHOULD,Joe,10,TODO
T2197,Architecto dignissimos culpa optio adipisci,WISH,Joe,2,DONE
T2198,Molestias reiciendis,WISH,Joe,15,TODO
T2199,At assumenda officia laudantium dolorem doloremque quisquam,SHOULD,Natasha,7,TODO
T2200,Aspernatur eius rerum quisquam,SHOULD,Natasha,2,DONE
T2201,Porro natus odio repellat rem,WISH,Natasha,1,DONE
T2202,Nihil odio repudiandae recusandae debitis explicabo aperiam sunt necessitatibus eaque,COULD,Joe,15,DONE
T2203,Explicabo iure,SHOULD,Joe,1,DONE
T2204,Sint ratione exercitationem,COULD,Natasha,10,DONE
T2205,Occaecati illo,COULD,Joe,10,DONE
T2206,Nobis nostrum inventore placeat aspernatur vel unde autem,WISH,Natasha,7,DONE
T2207,Amet natus earum officiis saepe,SHOULD,Natasha,15,TODO
T2208,Perferendis iusto facere quisquam,COULD,Natasha,10,DONE
T2209,Unde voluptatem sint officiis,COULD,Natasha,1,DONE
T2210,Voluptatum voluptatem,COULD,Joe,2,DONE
T2211,Cum perspiciatis,MUST,Natasha,15,DONE
T2212,Dolores error ullam aut repellendus,MUST,Natasha,2,TODO
T2213,Officia velit similique cupiditate odit,COULD,Mike,10,DONE
T2214,Corporis soluta alias quaerat ad odit itaque,COULD,Joe,7,DONE
T2215,Facilis quibusdam non,COULD,Mike,10,TODO
T2216,Unde,MUST,Mike,1,DONE
T2217,Asperiores cumque in quia,WISH,Joe,4,TODO
T2218,Cupiditate commodi officia,SHOULD,Joe,10,DOING
T2219,Voluptates tempore porro,MUST,Joe,10,TODO
T2220,Dolor officiis,WISH,Mike,1,DONE
T2221,Dolore tenetur placeat accusamus recusandae minus,COULD,Mike,15,DOING
T2222,Laborum maxime architecto rem,MUST,Mike,10,DONE
T2223,Itaque esse ducimus odit repellat,COULD,Natasha,2,DOING
T2224,Id magnam a tenetur excepturi quaerat eos,WISH,Natasha,10,DONE
T2225,Error rem corrupti fuga dolores possimus ducimus dolorum dicta,SHOULD,Mike,10,DONE
T2226,Voluptas repudiandae cum reiciendis,MUST,Joe,7,DONE
T2227,Facere recusandae,WISH,Joe,7,DONE
T2228,Iste exercitationem numquam vero aliquam,WISH,Joe,10,TODO
T2229,Maxime magni unde,WISH,Joe,15,DONE
T2230,Id ducimus aut quos rerum quo,SHOULD,Joe,10,DONE
T2231,Voluptatibus asperiores quam tempora fugit laboriosam consequuntur a corrupti,COULD,Mike,4,DOING
T2232,Quis veritatis quam earum quidem,WISH,Joe,15,DONE
T2233,Quis vitae eos iste minus,COULD,Joe,2,DONE
T2234,Placeat dicta quis totam mollitia quidem magnam,WISH,Mike,10,DOING
T2235,Possimus officiis reiciendis voluptas blanditiis dolore quod totam,WISH,Joe,15,DONE
T2236,Labore nam possimus praesentium,MUST,Mike,10,DONE
T2237,Beatae quas voluptatum sint quidem illo ex,COULD,Mike,7,DONE
T2238,Suscipit corrupti nam,COULD,Natasha,2,TODO
T2239,Sequi repellendus fugiat facilis,WISH,Natasha,10,DONE
T2240,Beatae eum odio qui libero,COULD,Joe,2,TODO
T2241,Provident magni reprehenderit nisi quisquam tempore laborum,COULD,Mike,15,TODO
T2242,Reiciendis harum occaecati quo ipsam similique praesentium non repellat facere,SHOULD,Joe,10,DOING
T2243,Voluptatem quibusdam accusamus perferendis eligendi dolore adipisci perspiciatis,COULD,Natasha,10,DOING
T2244,Aut dolorem earum quae asperiores,MUST,Joe,2,TODO
T2245,Totam explicabo cupiditate eveniet omnis quia voluptatibus corporis blanditiis,WISH,Joe,3,DONE
T2246,Dolores ipsum harum neque neque sint,WISH,Joe,1,DONE
T2247,Ad error,SHOULD,Joe,15,DONE
T2248,Minima nihil rem perferendis,COULD,Joe,15,DONE
T2249,Repudiandae suscipit enim deleniti commodi molestias quis neque magni,SHOULD,Joe,1,DONE
T2250,Voluptate unde minus,MUST,Mike,10,DONE
T2251,Nam animi incidunt accusantium facere ipsam corrupti voluptas ullam,COULD,Mike,10,DONE
T2252,Sit harum,SHOULD,Mike,10,DONE
T2253,Eligendi veniam excepturi odio,WISH,Natasha,7,TODO
T2254,Tempora numquam eveniet exercitationem,COULD,Mike,10,DOING
T2255,Officiis harum quibusdam rem totam repellat iste repellendus rerum ullam,WISH,Natasha,10,DONE
T2256,Ipsum quae nesciunt,COULD,Natasha,2,TODO
T2257,Ad doloremque ad doloribus officia quaerat sed facilis,MUST,Joe,10,DONE
T2258,Iusto tempore animi dolorum,SHOULD,Joe,10,DONE
T2259,Rem ad enim illo aliquid velit optio,COULD,Joe,1,TODO
T2260,Exercitationem quidem voluptates iste natus quis quibusdam libero alias,WISH,Natasha,2,DONE
T2261,Numquam molestias vel nemo necessitatibus consequuntur,COULD,Natasha,15,DONE
T2262,Eum rerum,COULD,Mike,10,DONE
T2263,Illo aperiam,WISH,Joe,1,DONE
T2264,Quidem expedita optio illum dolores,WISH,Joe,10,DONE
T2265,Quis ipsa eum,SHOULD,Mike,2,DONE
T2266,Alias omnis ipsum,WISH,Joe,2,TODO
T2267,Nihil dicta eaque,SHOULD,Mike,10,DONE
T2268,Reprehenderit quod magnam minus quisquam voluptas voluptates nihil reiciendis,WISH,Mike,2,TODO
T2269,Reprehenderit odio minus reiciendis eveniet cumque sed magnam,COULD,Joe,7,DONE
T2270,Tempora consequatur ex,COULD,Mike,1,TODO
T2271,Perferendis inventore doloribus,COULD,Joe,1,TODO
T2272,Non at id officiis quam quod dolore temporibus impedit,WISH,Joe,3,DONE
T2273,Occaecati quos voluptates voluptatibus vitae,COULD,Joe,1,DOING
T2274,Dicta aperiam,COULD,Joe,10,DOING
T2275,Voluptatum porro minus quae veritatis harum,COULD,Natasha,2,TODO
T2276,Praesentium voluptatem quia,COULD,Joe,7,DONE
T2277,Occaecati corporis mollitia veritatis,COULD,Mike,15,TODO
T2278,Hic velit suscipit quidem beatae similique,COULD,Mike,1,DONE
T2279,Cum iure voluptatum assumenda sit sunt placeat dolores cumque,WISH,Joe,1,DONE
T2280,Repellendus dolore labore,COULD,Mike,10,DONE
T2281,At autem,SHOULD,Joe,7,DONE
T2282,Odit eveniet dolores non,COULD,Joe,15,DONE
T2283,Dicta officiis exercitationem,WISH,Joe,7,DONE
T2284,Dolores dignissimos facilis eius corrupti dolores accusantium voluptatibus,SHOULD,Natasha,1,DOING
T2285,Ipsum voluptas,SHOULD,Joe,15,DONE
T2286,Laudantium ullam asperiores,WISH,Joe,15,DONE
T2287,Incidunt aperiam mollitia,SHOULD,Natasha,10,DONE
T2288,Corporis distinctio illum delectus quae,COULD,Natasha,15,TODO
T2289,Distinctio illo aliquid non reprehenderit quidem,COULD,Joe,2,TODO
T2290,Provident culpa consequuntur voluptas incidunt,WISH,Natasha,10,DONE
T2291,Laborum ab recusandae,COULD,Joe,1,DONE
T2292,Et fugit dolores,COULD,Natasha,10,DONE
T2293,Harum illum optio,COULD,Joe,1,DONE
T2294,Sequi soluta sunt voluptatum accusamus ipsa,SHOULD,Joe,7,DONE
T2295,Excepturi praesentium,SHOULD,Joe,10,DONE
T2296,Molestias eum id modi laboriosam maxime,COULD,Joe,4,DONE
T2297,Reprehenderit eaque labore,MUST,Joe,15,TODO
T2298,Nemo exercitationem ipsam dicta nobis,WISH,Joe,2,TODO
T2299,Iusto vero nisi illum modi,SHOULD,Mike,10,TODO
T2300,Laudantium beatae soluta eum consequatur maxime,COULD,Mike,2,DONE
T2301,Ea tempore sunt,COULD,Natasha,10,TODO
T2302,Libero fuga ab earum numquam deserunt,SHOULD,Joe,10,DONE
T2303,Incidunt quibusdam,COULD,Natasha,15,DONE
T2304,Autem provident magni saepe tenetur saepe debitis,WISH,Natasha,10,DONE
T2305,Molestias eius quibusdam,MUST,Mike,2,DONE
T2306,Qui perspiciatis quidem ad voluptatem a laudantium,COULD,Natasha,2,DONE
T2307,Accusamus labore,COULD,Mike,1,DOING
T2308,Id odit laborum fugiat cumque voluptatum,COULD,Joe,15,TODO
T2309,Voluptatem harum maiores in corporis porro,SHOULD,Joe,15,DONE
T2310,Exercitationem ducimus alias laboriosam repellat laboriosam,SHOULD,Joe,15,DONE
T2311,Enim voluptatibus illo,WISH,Joe,10,TODO
T2312,Vel inventore suscipit facere,COULD,Joe,15,DONE
T2313,Delectus vitae,SHOULD,Joe,15,DONE
T2314,Debitis molestias atque deleniti,MUST,Mike,2,TODO
T2315,Quo nobis voluptatem numquam nobis nemo expedita,WISH,Joe,2,DONE
T2316,Accusamus velit nam asperiores corrupti mollitia deleniti iste quidem atque,COULD,Natasha,1,DONE
T2317,Accusamus labore eveniet quisquam sunt natus quas inventore tenetur voluptatum,WISH,Natasha,1,TODO
T2318,Commodi et quo aliquid quisquam similique praesentium,MUST,Natasha,15,DONE
T2319,Nemo aliquid explicabo labore repudiandae,WISH,Natasha,1,TODO
T2320,Placeat totam,COULD,Natasha,10,DONE
T2321,Illo nesciunt nemo harum nulla consectetur,SHOULD,Mike,10,DOING
T2322,Sed accusantium voluptates quasi recusandae corporis,SHOULD,Mike,10,DONE
T2323,At nihil voluptatibus molestias,COULD,Mike,7,DOING
T2324,Eligendi velit vitae earum laudantium,COULD,Mike,15,TODO
T2325,Perferendis ipsa praesentium aliquam vel a suscipit,COULD,Joe,1,DONE
T2326,Distinctio cupiditate ipsum modi nesciunt sapiente magni dolorum nihil modi quasi,SHOULD,Joe,10,DONE
T2327,Vero saepe rerum officiis dolore,WISH,Natasha,2,DONE
T2328,Aut alias id,COULD,Joe,15,TODO
T2329,Nulla neque ducimus nesciunt autem impedit vero,COULD,Natasha,2,DONE
T2330,Autem odio nostrum nobis impedit sapiente eos,WISH,Joe,15,TODO
T2331,Veniam ab consequuntur,SHOULD,Natasha,15,DONE
T2332,Voluptas illo,SHOULD,Joe,2,DONE
T2333,Rerum atque,COULD,Joe,10,DONE
T2334,Et inventore numquam dignissimos numquam,COULD,Joe,2,DONE
T2335,Magnam voluptatum similique fugiat beatae,COULD,Joe,1,DONE
T2336,Ipsam in odio aspernatur reiciendis corporis,WISH,Joe,15,DONE
T2337,Sequi,WISH,Joe,10,DONE
T2338,Nam accusantium expedita voluptates minus perferendis tempora commodi deleniti,COULD,Joe,10,DONE
T2339,Doloremque alias adipisci ad,WISH,Natasha,10,DONE
T2340,Reiciendis autem aspernatur exercitationem,WISH,Joe,2,TODO
T2341,Reprehenderit eum enim quod esse quos,WISH,Joe,15,TODO
T2342,In occaecati laborum voluptates facere inventore nemo,COULD,Joe,1,DONE
T2343,Quibusdam consequuntur corporis,SHOULD,Mike,2,DONE
T2344,Ratione dolores itaque,SHOULD,Natasha,1,DONE
T2345,Eos maiores aliquid sapiente ex labore commodi,COULD,Joe,2,DONE
T2346,Maxime necessitatibus,COULD,Mike,2,DONE
T2347,Neque explicabo nesciunt nisi placeat sed,COULD,Joe,10,TODO
T2348,Pariatur eveniet,COULD,Mike,10,DONE
T2349,Fuga laboriosam pariatur recusandae asperiores officiis voluptates ducimus,WISH,Natasha,2,DOING
T2350,Quis repellendus tempore amet quibusdam aliquid,COULD,Natasha,10,DONE
T2351,Numquam rem cupiditate velit,MUST,Joe,15,DONE
T2352,Necessitatibus totam aliquam sunt dolores,COULD,Mike,10,DONE
T2353,Repellat amet libero,WISH,Joe,15,TODO
T2354,Deserunt nostrum quia quasi exercitationem nam,COULD,Mike,7,DONE
T2355,Eum necessitatibus blanditiis,COULD,Joe,10,DONE
T2356,Officia similique distinctio sint fugiat reiciendis blanditiis reprehenderit quae,WISH,Natasha,2,DONE
T2357,Eligendi sit architecto nam qui vitae eligendi,WISH,Joe,15,DONE
T2358,Sunt consequatur eligendi earum,WISH,Mike,15,DONE
T2359,Libero quibusdam voluptate magnam quidem nam ut reprehenderit,WISH,Mike,10,TODO
T2360,Numquam in in nesciunt ut reiciendis,COULD,Joe,15,DONE
T2361,Iusto autem tempora dolores saepe,WISH,Natasha,15,DONE
T2362,Facere esse libero,SHOULD,Joe,10,DOING
T2363,Molestias eos dolore voluptatum reprehenderit aperiam totam,COULD,Joe,1,DONE
T2364,Sint natus suscipit,WISH,Natasha,7,DONE
T2365,Doloremque voluptatem nulla,SHOULD,Natasha,3,DONE
T2366,Incidunt accusantium voluptates aperiam quisquam perferendis blanditiis,WISH,Joe,15,DONE
T2367,Officia sed aliquam eaque eos eius voluptate vitae ratione,COULD,Mike,15,TODO
T2368,Aperiam adipisci soluta et,WISH,Mike,15,DONE
T2369,Soluta blanditiis beatae,MUST,Joe,15,DONE
T2370,Perspiciatis asperiores placeat ut blanditiis laborum,COULD,Natasha,2,DONE
T2371,Soluta dolorum natus dignissimos sint suscipit,COULD,Joe,10,DONE
T2372,Molestiae reiciendis placeat itaque possimus quos cumque,COULD,Joe,2,DONE
T2373,Quas facilis ex sed eaque nisi,COULD,Natasha,2,DONE
T2374,Porro corporis natus eaque,COULD,Joe,7,DONE
T2375,Omnis minima voluptatum eaque qui,MUST,Joe,7,DONE
T2376,Adipisci labore voluptatibus rem dolore,MUST,Joe,1,DOING
T2377,Asperiores accusantium asperiores adipisci molestiae temporibus,MUST,Joe,2,DONE
T2378,Ullam totam vel cumque necessitatibus ipsum laborum,SHOULD,Joe,15,DONE
T2379,Itaque omnis adipisci est dolorum aspernatur,COULD,Joe,1,DOING
T2380,Perferendis error,MUST,Joe,10,DOING
T2381,Voluptates odit vel assumenda maiores numquam,SHOULD,Mike,1,DONE
T2382,Asperiores laborum quo quasi quam,WISH,Natasha,10,DONE
T2383,Maiores nobis autem,MUST,Joe,10,DONE
T2384,Optio eius excepturi eos quos sunt,SHOULD,Natasha,2,DONE
T2385,Eos commodi,COULD,Mike,2,DONE
T2386,Cupiditate voluptates,WISH,Joe,2,DONE
T2387,Architecto earum perspiciatis fuga culpa alias quo modi,MUST,Joe,2,DONE
T2388,Consequatur nostrum,SHOULD,Natasha,1,DONE
T2389,Harum corporis aliquam quod maxime sequi ducimus dolores vel ab,SHOULD,Natasha,2,DONE
T2390,Sit non quae architecto quos,WISH,Natasha,15,DONE
T2391,Voluptatibus recusandae,COULD,Joe,1,DONE
T2392,Placeat minus neque officia,WISH,Natasha,10,TODO
T2393,Nihil aut magni qui unde itaque deleniti,WISH,Joe,7,DONE
T2394,Cum libero a optio debitis expedita ratione,SHOULD,Natasha,1,DONE
T2395,Eum sit enim cum accusamus mollitia illum reiciendis,WISH,Joe,10,DONE
T2396,Sunt dicta cum,WISH,Joe,10,DONE
T2397,Iusto quibusdam nulla labore,WISH,Natasha,1,DONE
T2398,Culpa recusandae nesciunt sunt,SHOULD,Mike,15,DONE
T2399,Porro atque blanditiis voluptatum dignissimos explicabo,WISH,Mike,15,DONE
T2400,Ut deleniti optio,MUST,Natasha,2,DONE
T2401,Porro deleniti sequi necessitatibus et praesentium earum iusto maxime,MUST,Joe,2,DONE
T2402,Id omnis odio et quam,COULD,Natasha,10,TODO
T2403,Repudiandae nisi eveniet reiciendis eligendi voluptatem iste soluta,COULD,Joe,10,DONE
T2404,Quis voluptatem necessitatibus,COULD,Mike,1,DONE
T2405,Voluptas beatae eius excepturi iusto,MUST,Joe,7,TODO
T2406,Ipsam molestiae rem ex quia eaque voluptatem quia non,WISH,Mike,1,DONE
T2407,Quibusdam debitis nemo blanditiis repudiandae nemo,COULD,Mike,1,DONE
T2408,At corporis facere nulla dicta,WISH,Joe,7,DOING
T2409,Numquam soluta numquam vitae,WISH,Natasha,1,DONE
T2410,Ipsa illum,WISH,Joe,1,DONE
T2411,Qui commodi sequi doloremque sunt,MUST,Natasha,10,DONE
T2412,Facilis dolores,WISH,Joe,2,DONE
T2413,Voluptatem reprehenderit molestias voluptatum reprehenderit alias unde,WISH,Joe,3,TODO
T2414,Optio vero atque quos,COULD,Joe,1,DONE
T2415,Ex dignissimos iusto dolorum dicta quos cumque,MUST,Mike,15,DONE
T2416,Temporibus culpa eligendi nemo nemo accusantium,SHOULD,Joe,15,DONE
T2417,Totam accusamus error debitis,COULD,Joe,10,DONE
T2418,Atque praesentium vitae quaerat cum,WISH,Joe,10,TODO
T2419,Quas sed dolorum pariatur soluta tenetur deleniti,WISH,Joe,10,DONE
T2420,Natus alias eum voluptatum officiis dolorem dolore voluptatem,WISH,Joe,2,DONE
T2421,Voluptatibus perspiciatis beatae,WISH,Natasha,15,DONE
T2422,Voluptatem ipsa,WISH,Joe,15,DONE
T2423,Ea occaecati mollitia voluptates,WISH,Natasha,15,TODO
T2424,Quasi quae iusto eligendi blanditiis corrupti ea in debitis iusto,SHOULD,Joe,10,DONE
T2425,Vel unde praesentium illo repudiandae,WISH,Natasha,15,DONE
T2426,Iusto et velit minus vel ipsum eos,WISH,Joe,1,DONE
T2427,Tenetur velit pariatur adipisci cumque voluptatum,SHOULD,Mike,15,DONE
T2428,Placeat perspiciatis deleniti,WISH,Joe,1,TODO
T2429,Accusamus delectus enim architecto,MUST,Natasha,2,DONE
T2430,Praesentium doloremque voluptate,SHOULD,Joe,1,DONE
T2431,Sint aperiam odio cum,WISH,Joe,1,DONE
T2432,Animi saepe similique recusandae molestiae nemo sint necessitatibus voluptatibus,COULD,Natasha,10,DONE
T2433,Numquam ipsa amet sint culpa aliquam,COULD,Joe,10,DOING
T2434,Provident laudantium commodi iure dolorum,WISH,Mike,10,DONE
T2435,Minima dolor necessitatibus ipsum quod ducimus,COULD,Joe,1,TODO
T2436,Corporis molestiae nobis voluptatum tempora,SHOULD,Joe,7,DONE
T2437,Accusantium ut cum,WISH,Joe,15,DONE
T2438,Provident nobis eum consequuntur,MUST,Joe,10,DONE
T2439,Velit dolor,COULD,Joe,15,TODO
T2440,Inventore possimus quae sint ducimus illo in accusantium similique,SHOULD,Mike,15,DONE
T2441,Repudiandae corrupti repudiandae eos molestiae reprehenderit,SHOULD,Joe,15,DONE
T2442,Numquam ducimus asperiores illum et saepe dolor ipsa,MUST,Joe,10,DONE
T2443,Ex est assumenda iure eveniet optio cupiditate,COULD,Joe,7,DONE
T2444,Quidem laudantium suscipit nisi libero iste iure quis,WISH,Joe,10,DOING
T2445,Ab in quo laudantium quaerat,COULD,Mike,2,TODO
T2446,Error quia sequi doloribus aut,COULD,Natasha,7,DONE
T2447,Nisi labore architecto porro fuga,COULD,Joe,10,DONE
T2448,Sapiente asperiores fugiat,COULD,Natasha,10,DONE
T2449,Aliquid nisi,COULD,Mike,3,DONE
T2450,Distinctio repudiandae mollitia dignissimos est,COULD,Mike,2,TODO
T2451,Molestias fugiat molestias cupiditate laudantium mollitia,WISH,Joe,15,DONE
T2452,Eum repellat accusantium laborum reiciendis vero quod voluptatibus similique,SHOULD,Joe,2,DONE
T2453,Numquam deleniti commodi atque quaerat similique,SHOULD,Joe,10,DONE
T2454,Consectetur accusamus iusto occaecati,WISH,Mike,15,DONE
T2455,Quia consectetur quasi commodi beatae maxime sint doloremque,COULD,Joe,2,TODO
T2456,Iste ad corrupti eligendi aperiam odit ratione,COULD,Mike,2,DONE
T2457,Ipsum quasi velit accusamus placeat consectetur ad nisi quis sed,WISH,Joe,10,DONE
T2458,Possimus molestiae quas ullam quia sed,COULD,Joe,2,DOING
T2459,Animi consequatur ipsum,COULD,Joe,15,DOING
T2460,Nostrum quas,SHOULD,Joe,1,DONE
T2461,Ex minima,WISH,Joe,10,TODO
T2462,Officiis similique deserunt ad assumenda hic,WISH,Natasha,2,DONE
T2463,Tenetur aspernatur,COULD,Joe,15,DONE
T2464,Minima unde officia corporis nobis officiis distinctio dolorum,COULD,Natasha,2,DONE
T2465,Accusamus ea,COULD,Joe,10,TODO
T2466,Impedit veritatis consequuntur,SHOULD,Natasha,10,DOING
T2467,Quae consequatur quisquam architecto sint cum dolores consequatur non,WISH,Natasha,1,DONE
T2468,Quo nulla molestiae magni harum,SHOULD,Natasha,10,DONE
T2469,Possimus explicabo officiis,WISH,Natasha,1,DONE
T2470,Nemo omnis iste magni qui quia dolores veniam,COULD,Natasha,1,DONE
T2471,Magnam voluptatem sit,COULD,Natasha,15,DOING
